id,name,intervals,partner,retrograde_of,degenerate,reduces_to,berliner,row_forms,palindromic,literal_span_semitones,bounded_span_semitones
6-186I,M3-P4-m6-M6-P4-M7,"4 5 8 9 5 11",6-186,6-155,false,,6-113,24,false,84,11
6-187,m2-m6-P5-P5-m3-M3,"1 8 7 7 3 4",6-187I,6-114I,false,,6-89,24,false,60,11
6-187I,M3-P4-P4-M6-m6-M7,"4 5 5 9 8 11",6-187,6-114,false,,6-89,24,false,84,11
6-188,m2-m6-P5-P5-M6-m7,"1 8 7 7 9 10",6-188I,6-234I,false,,6-123,24,false,84,11
6-188I,M2-M7-M3-P4-P4-m3,"2 11 4 5 5 3",6-188,6-234,false,,6-123,24,false,60,11
6-189,m2-m6-P5-m7-M6-P5,"1 8 7 10 9 7",6-189I,6-172I,false,,6-118,24,false,84,11
6-189I,M2-m3-P4-M7-M3-P4,"2 3 5 11 4 5",6-189,6-172,false,,6-118,24,false,60,11
6-190,m2-m6-m6-m3-M2-m6,"1 8 8 3 2 8",6-190I,6-175I,false,,6-119,24,false,60,11
6-190I,M3-M3-M6-m7-M3-M7,"4 4 9 10 4 11",6-190,6-175,false,,6-119,24,false,84,11
6-191,m2-m6-m6-m3-m6-M2,"1 8 8 3 8 2",6-191I,6-66I,false,,6-46,24,false,60,11
6-191I,M3-M3-M6-M3-m7-M7,"4 4 9 4 10 11",6-191,6-66,false,,6-46,24,false,84,11
6-192,m2-m6-m6-P4-M3-M3,"1 8 8 5 4 4",6-192I,6-120I,false,,6-92,24,false,60,11
6-192I,M3-M3-P5-m6-m6-M7,"4 4 7 8 8 11",6-192,6-120,false,,6-92,24,false,84,11
6-193,m2-m6-m6-P4-m7-m7,"1 8 8 5 10 10",6-193I,6-238I,false,,6-124,24,false,84,11
6-193I,M2-M2-M7-M3-M3-P5,"2 2 11 4 4 7",6-193,6-238,false,,6-124,24,false,60,11
6-194,m2-m6-m6-M6-M2-M2,"1 8 8 9 2 2",6-194I,6-50I,false,,6-31,24,false,60,11
6-194I,m3-m7-m7-M7-M3-M3,"3 10 10 11 4 4",6-194,6-50,false,,6-31,24,false,84,11
6-195,m2-m6-m6-M6-m6-m6,"1 8 8 9 8 8",6-195I,6-195I,false,,6-125,12,true,84,11
6-195I,m3-M3-M3-M7-M3-M3,"3 4 4 11 4 4",6-195,6-195,false,,6-125,12,true,60,11
6-196,m2-m6-M7-m3-P4-M2,"1 8 11 3 5 2",6-196I,6-55I,false,,6-36,24,false,60,11
6-196I,m2-M6-P5-m7-M7-M3,"1 9 7 10 11 4",6-196,6-55,false,,6-36,24,false,84,11
6-197,m2-M6-m2-M6-m2-M6,"1 9 1 9 1 9",6-197I,6-197I,true,m2-M6,,4,true,60,11
6-197I,m3-M7-m3-M7-m3-M7,"3 11 3 11 3 11",6-197,6-197,true,m3-M7,,4,true,84,11
6-198,m2-M6-m2-M6-P5-m3,"1 9 1 9 7 3",6-198I,6-98I,false,,6-76,24,false,60,11
6-198I,m3-P4-M6-M7-m3-M7,"3 5 9 11 3 11",6-198,6-98,false,,6-76,24,false,84,11
6-199,m2-M6-m2-m7-P4-M3,"1 9 1 10 5 4",6-199I,6-128I,false,,6-99,24,false,60,11
6-199I,M2-P5-m6-M7-m3-M7,"2 7 8 11 3 11",6-199,6-128,false,,6-99,24,false,84,11
6-200,m2-M6-M3-m3-M3-M6,"1 9 4 3 4 9",6-200I,6-200I,false,,6-126,12,true,60,11
6-200I,m3-m6-M6-m6-m3-M7,"3 8 9 8 3 11",6-200,6-200,false,,6-126,12,true,84,11
6-201,m2-M6-M3-m3-m7-m3,"1 9 4 3 10 3",6-201I,6-102I,false,,6-80,24,false,60,11
6-201I,M2-M6-M7-m3-m6-M6,"2 9 11 3 8 9",6-201,6-102,false,,6-80,24,false,84,11
6-202,m2-M6-M3-P5-M2-P5,"1 9 4 7 2 7",6-202I,6-152I,false,,6-111,24,false,60,11
6-202I,m3-m6-P4-m7-P4-M7,"3 8 5 10 5 11",6-202,6-152,false,,6-111,24,false,84,11
6-203,m2-M6-M3-M6-M3-m3,"1 9 4 9 4 3",6-203I,6-87I,false,,6-65,24,false,60,11
6-203I,m3-m6-m3-m6-M6-M7,"3 8 3 8 9 11",6-203,6-87,false,,6-65,24,false,84,11
6-204,m2-M6-M3-M6-m7-M6,"1 9 4 9 10 9",6-204I,6-217I,false,,6-127,24,false,84,11
6-204I,M2-m3-M7-m3-m6-m3,"2 3 11 3 8 3",6-204,6-217,false,,6-127,24,false,60,11
6-205,m2-M6-P4-M2-m3-m7,"1 9 5 2 3 10",6-205I,6-221I,false,,6-128,24,false,60,11
6-205I,M2-M7-m3-P5-m7-M6,"2 11 3 7 10 9",6-205,6-221,false,,6-128,24,false,84,11
6-206,m2-M6-P4-M2-M6-M3,"1 9 5 2 9 4",6-206I,6-132I,false,,6-102,24,false,60,11
6-206I,m3-P5-m7-m3-m6-M7,"3 7 10 3 8 11",6-206,6-132,false,,6-102,24,false,84,11
6-207,m2-M6-P4-P4-m3-P5,"1 9 5 5 3 7",6-207I,6-156I,false,,6-114,24,false,60,11
6-207I,m3-P5-P5-M6-P4-M7,"3 7 7 9 5 11",6-207,6-156,false,,6-114,24,false,84,11
6-208,m2-M6-P4-m6-m3-M3,"1 9 5 8 3 4",6-208I,6-115I,false,,6-90,24,false,60,11
6-208I,m3-P5-M3-M6-m6-M7,"3 7 4 9 8 11",6-208,6-115,false,,6-90,24,false,84,11
6-209,m2-M6-P4-m6-M6-m7,"1 9 5 8 9 10",6-209I,6-235I,false,,6-129,24,false,84,11
6-209I,M2-M7-m3-P5-M3-m3,"2 11 3 7 4 3",6-209,6-235,false,,6-129,24,false,60,11
6-210,m2-M6-P5-m3-P5-m3,"1 9 7 3 7 3",6-210I,6-95I,false,,6-73,24,false,60,11
6-210I,m3-P4-M6-P4-M6-M7,"3 5 9 5 9 11",6-210,6-95,false,,6-73,24,false,84,11
6-211,m2-M6-P5-M3-P4-M3,"1 9 7 4 5 4",6-211I,6-125I,false,,6-96,24,false,60,11
6-211I,m3-P4-m6-P5-m6-M7,"3 5 8 7 8 11",6-211,6-125,false,,6-96,24,false,84,11
6-212,m2-M6-P5-M6-P5-M6,"1 9 7 9 7 9",6-212I,6-212I,false,,6-130,12,true,84,11
6-212I,m3-P4-m3-P4-m3-M7,"3 5 3 5 3 11",6-212,6-212,false,,6-130,12,true,60,11
6-213,m2-M6-P5-m7-P4-m7,"1 9 7 10 5 10",6-213I,6-232I,false,,6-131,24,false,84,11
6-213I,M2-P5-M2-M7-m3-P4,"2 7 2 11 3 5",6-213,6-232,false,,6-131,24,false,60,11
6-214,m2-M6-m7-m3-M3-m3,"1 9 10 3 4 3",6-214I,6-85I,false,,6-63,24,false,60,11
6-214I,M2-M6-m6-M6-M7-m3,"2 9 8 9 11 3",6-214,6-85,false,,6-63,24,false,84,11
6-215,m2-M6-m7-m3-m7-M6,"1 9 10 3 10 9",6-215I,6-215I,false,,6-132,12,true,84,11
6-215I,M2-m3-M7-m3-M2-M6,"2 3 11 3 2 9",6-215,6-215,false,,6-132,12,true,60,11
6-216,m2-M6-m7-P5-m6-P5,"1 9 10 7 8 7",6-216I,6-168I,false,,6-117,24,false,84,11
6-216I,M2-P4-M3-P4-M7-m3,"2 5 4 5 11 3",6-216,6-168,false,,6-117,24,false,60,11
6-217,m2-M6-m7-M6-M3-M6,"1 9 10 9 4 9",6-217I,6-204I,false,,6-127,24,false,84,11
6-217I,M2-m3-m6-m3-M7-m3,"2 3 8 3 11 3",6-217,6-204,false,,6-127,24,false,60,11
6-218,m2-M6-m7-M6-m7-m3,"1 9 10 9 10 3",6-218I,6-106I,false,,6-83,24,false,84,11
6-218I,M2-m3-M2-M6-M7-m3,"2 3 2 9 11 3",6-218,6-106,false,,6-83,24,false,60,11
6-219,m2-M6-M7-M2-m3-M3,"1 9 11 2 3 4",6-219I,6-111,false,,6-88,24,false,60,11
6-219I,m2-m7-M6-m6-M7-m3,"1 10 9 8 11 3",6-219,6-111I,false,,6-88,24,false,84,11
6-220,m2-M6-M7-M2-M6-m7,"1 9 11 2 9 10",6-220I,6-107,false,,6-84,24,false,84,11
6-220I,m2-m7-m3-M2-M7-m3,"1 10 3 2 11 3",6-220,6-107I,false,,6-84,24,false,60,11
6-221,m2-m7-m3-M2-P4-M6,"1 10 3 2 5 9",6-221I,6-205I,false,,6-128,24,false,60,11
6-221I,M2-M6-m7-P5-m3-M7,"2 9 10 7 3 11",6-221,6-205,false,,6-128,24,false,84,11
6-222,m2-m7-m3-P5-P5-M2,"1 10 3 7 7 2",6-222I,6-62I,false,,6-43,24,false,60,11
6-222I,M2-M6-P4-P4-m7-M7,"2 9 5 5 10 11",6-222,6-62,false,,6-43,24,false,84,11
6-223,m2-m7-m3-m6-P4-m3,"1 10 3 8 5 3",6-223I,6-92I,false,,6-70,24,false,60,11
6-223I,M2-M6-M3-P5-M6-M7,"2 9 4 7 9 11",6-223,6-92,false,,6-70,24,false,84,11
6-224,m2-m7-M3-m2-m7-M3,"1 10 4 1 10 4",6-224I,6-137I,true,m2-m7-M3,,12,false,60,11
6-224I,M2-m6-M7-M2-m6-M7,"2 8 11 2 8 11",6-224,6-137,true,M2-m6-M7,,12,false,84,11
6-225,m2-m7-M3-P4-M2-m6,"1 10 4 5 2 8",6-225I,6-176I,false,,6-120,24,false,60,11
6-225I,M2-m6-P5-m7-M3-M7,"2 8 7 10 4 11",6-225,6-176,false,,6-120,24,false,84,11
6-226,m2-m7-M3-P4-m6-M2,"1 10 4 5 8 2",6-226I,6-67I,false,,6-47,24,false,60,11
6-226I,M2-m6-P5-M3-m7-M7,"2 8 7 4 10 11",6-226,6-67,false,,6-47,24,false,84,11
6-227,m2-m7-M3-P5-M3-M3,"1 10 4 7 4 4",6-227I,6-121I,false,,6-93,24,false,60,11
6-227I,M2-m6-P4-m6-m6-M7,"2 8 5 8 8 11",6-227,6-121,false,,6-93,24,false,84,11
6-228,m2-m7-M3-P5-m7-m7,"1 10 4 7 10 10",6-228I,6-239I,false,,6-133,24,false,84,11
6-228I,M2-M2-M7-M2-m6-P4,"2 2 11 2 8 5",6-228,6-239,false,,6-133,24,false,60,11
6-229,m2-m7-M3-M7-M2-M2,"1 10 4 11 2 2",6-229I,6-51I,false,,6-32,24,false,60,11
6-229I,m2-m7-m7-M7-M2-m6,"1 10 10 11 2 8",6-229,6-51,false,,6-32,24,false,84,11
6-230,m2-m7-P4-M3-P5-m3,"1 10 5 4 7 3",6-230I,6-96I,false,,6-74,24,false,60,11
6-230I,M2-P5-m6-P4-M6-M7,"2 7 8 5 9 11",6-230,6-96,false,,6-74,24,false,84,11
6-231,m2-m7-P4-P4-P4-M3,"1 10 5 5 5 4",6-231I,6-126I,false,,6-97,24,false,60,11
6-231I,M2-P5-P5-P5-m6-M7,"2 7 7 7 8 11",6-231,6-126,false,,6-97,24,false,84,11
6-232,m2-m7-P4-m7-P5-M6,"1 10 5 10 7 9",6-232I,6-213I,false,,6-131,24,false,84,11
6-232I,M2-P4-m3-M7-M2-P5,"2 5 3 11 2 7",6-232,6-213,false,,6-131,24,false,60,11
6-233,m2-m7-M6-M2-P4-m3,"1 10 9 2 5 3",6-233I,6-90I,false,,6-68,24,false,60,11
6-233I,M2-m3-m7-P5-M6-M7,"2 3 10 7 9 11",6-233,6-90,false,,6-68,24,false,84,11
6-234,m2-m7-M6-P5-P5-m6,"1 10 9 7 7 8",6-234I,6-188I,false,,6-123,24,false,84,11
6-234I,M2-m3-P4-P4-M3-M7,"2 3 5 5 4 11",6-234,6-188,false,,6-123,24,false,60,11
6-235,m2-m7-M6-m6-P4-M6,"1 10 9 8 5 9",6-235I,6-209I,false,,6-129,24,false,84,11
6-235I,M2-m3-M3-P5-m3-M7,"2 3 4 7 3 11",6-235,6-209,false,,6-129,24,false,60,11
6-236,m2-m7-m7-m2-m7-m7,"1 10 10 1 10 10",6-236I,6-236I,true,m2-m7-m7,,6,true,84,11
6-236I,M2-M2-M7-M2-M2-M7,"2 2 11 2 2 11",6-236,6-236,true,M2-M2-M7,,6,true,60,11
6-237,m2-m7-m7-P4-M2-M2,"1 10 10 5 2 2",6-237I,6-48I,false,,6-29,24,false,60,11
6-237I,M2-M2-P5-m7-m7-M7,"2 2 7 10 10 11",6-237,6-48,false,,6-29,24,false,84,11
6-238,m2-m7-m7-P4-m6-m6,"1 10 10 5 8 8",6-238I,6-193I,false,,6-124,24,false,84,11
6-238I,M2-M2-P5-M3-M3-M7,"2 2 7 4 4 11",6-238,6-193,false,,6-124,24,false,60,11
6-239,m2-m7-m7-P5-M3-m7,"1 10 10 7 4 10",6-239I,6-228I,false,,6-133,24,false,84,11
6-239I,M2-M2-P4-m6-M2-M7,"2 2 5 8 2 11",6-239,6-228,false,,6-133,24,false,60,11
6-240,m2-m7-m7-P5-m7-M3,"1 10 10 7 10 4",6-240I,6-142I,false,,6-106,24,false,84,11
6-240I,M2-M2-P4-M2-m6-M7,"2 2 5 2 8 11",6-240,6-142,false,,6-106,24,false,60,11
6-241,M2-M2-m3-M2-M2-P5,"2 2 3 2 2 7",6-241I,6-241I,false,,6-134,12,true,36,11
6-241I,P4-m7-m7-M6-m7-m7,"5 10 10 9 10 10",6-241,6-241,false,,6-134,12,true,108,11
6-242,M2-M2-m3-M3-M3-m3,"2 2 3 4 4 3",6-242I,6-242I,false,,6-135,12,true,36,11
6-242I,m6-m6-M6-m7-m7-M6,"8 8 9 10 10 9",6-242,6-242,false,,6-135,12,true,108,11
6-243,M2-M2-m3-M3-m7-M6,"2 2 3 4 10 9",6-243I,6-260I,false,,6-136,24,false,60,11
6-243I,M2-m3-m7-m7-M6-m6,"2 3 10 10 9 8",6-243,6-260,false,,6-136,24,false,84,11
6-244,M2-M2-m3-m6-m6-P5,"2 2 3 8 8 7",6-244I,6-254I,false,,6-137,24,false,60,11
6-244I,M3-M3-P4-m7-m7-M6,"4 4 5 10 10 9",6-244,6-254,false,,6-137,24,false,84,11
6-245,M2-M2-m3-m7-M3-M6,"2 2 3 10 4 9",6-245I,6-258I,false,,6-138,24,false,60,11
6-245I,M2-m6-m3-m7-m7-M6,"2 8 3 10 10 9",6-245,6-258,false,,6-138,24,false,84,11
6-246,M2-M2-m3-m7-m7-m3,"2 2 3 10 10 3",6-246I,6-246I,false,,6-139,12,true,60,11
6-246I,M2-M2-M6-m7-m7-M6,"2 2 9 10 10 9",6-246,6-246,false,,6-139,12,true,84,11
6-247,M2-M2-P4-M2-M2-P4,"2 2 5 2 2 5",6-247I,6-247I,true,M2-M2-P4,,6,true,36,11
6-247I,P5-m7-m7-P5-m7-m7,"7 10 10 7 10 10",6-247,6-247,true,P5-m7-m7,,6,true,108,11
6-248,M2-M2-P4-M3-m7-P5,"2 2 5 4 10 7",6-248I,6-255I,false,,6-140,24,false,60,11
6-248I,M2-P4-m7-m7-P5-m6,"2 5 10 10 7 8",6-248,6-255,false,,6-140,24,false,84,11
6-249,M2-M2-P4-m6-m6-P4,"2 2 5 8 8 5",6-249I,6-249I,false,,6-141,12,true,60,11
6-249I,M3-M3-P5-m7-m7-P5,"4 4 7 10 10 7",6-249,6-249,false,,6-141,12,true,84,11
6-250,M2-M2-P4-m7-M3-P5,"2 2 5 10 4 7",6-250I,6-252I,false,,6-142,24,false,60,11
6-250I,M2-m6-P4-m7-m7-P5,"2 8 5 10 10 7",6-250,6-252,false,,6-142,24,false,84,11
6-251,M2-M2-P5-M2-m6-M6,"2 2 7 2 8 9",6-251I,6-259I,false,,6-143,24,false,60,11
6-251I,m3-m7-m7-P4-m7-M3,"3 10 10 5 10 4",6-251,6-259,false,,6-143,24,false,84,11
6-252,M2-M2-P5-M3-m7-P4,"2 2 7 4 10 5",6-252I,6-250I,false,,6-142,24,false,60,11
6-252I,M2-P5-m7-m7-P4-m6,"2 7 10 10 5 8",6-252,6-250,false,,6-142,24,false,84,11
6-253,M2-M2-P5-m6-M2-M6,"2 2 7 8 2 9",6-253I,6-256I,false,,6-144,24,false,60,11
6-253I,m3-m7-m7-P4-M3-m7,"3 10 10 5 4 10",6-253,6-256,false,,6-144,24,false,84,11
6-254,M2-M2-P5-m6-m6-m3,"2 2 7 8 8 3",6-254I,6-244I,false,,6-137,24,false,60,11
6-254I,M3-M3-M6-m7-m7-P4,"4 4 9 10 10 5",6-254,6-244,false,,6-137,24,false,84,11
6-255,M2-M2-P5-m7-M3-P4,"2 2 7 10 4 5",6-255I,6-248I,false,,6-140,24,false,60,11
6-255I,M2-m6-P5-m7-m7-P4,"2 8 7 10 10 5",6-255,6-248,false,,6-140,24,false,84,11
6-256,M2-M2-M6-M2-m6-P5,"2 2 9 2 8 7",6-256I,6-253I,false,,6-144,24,false,60,11
6-256I,m3-m7-M3-P4-m7-m7,"3 10 4 5 10 10",6-256,6-253,false,,6-144,24,false,84,11
6-257,M2-M2-M6-M3-M3-M6,"2 2 9 4 4 9",6-257I,6-257I,false,,6-145,12,true,60,11
6-257I,m3-m6-m6-m3-m7-m7,"3 8 8 3 10 10",6-257,6-257,false,,6-145,12,true,84,11
6-258,M2-M2-M6-M3-m7-m3,"2 2 9 4 10 3",6-258I,6-245I,false,,6-138,24,false,60,11
6-258I,M2-M6-m7-m7-m3-m6,"2 9 10 10 3 8",6-258,6-245,false,,6-138,24,false,84,11
6-259,M2-M2-M6-m6-M2-P5,"2 2 9 8 2 7",6-259I,6-251I,false,,6-143,24,false,60,11
6-259I,m3-M3-m7-P4-m7-m7,"3 4 10 5 10 10",6-259,6-251,false,,6-143,24,false,84,11
6-260,M2-M2-M6-m7-M3-m3,"2 2 9 10 4 3",6-260I,6-243I,false,,6-136,24,false,60,11
6-260I,M2-m6-M6-m7-m7-m3,"2 8 9 10 10 3",6-260,6-243,false,,6-136,24,false,84,11
6-261,M2-m3-M2-m3-P4-m3,"2 3 2 3 5 3",6-261I,6-261I,false,,6-146,12,true,36,11
6-261I,P5-M6-m7-M6-m7-M6,"7 9 10 9 10 9",6-261,6-261,false,,6-146,12,true,108,11
6-262,M2-m3-M2-m6-P5-m6,"2 3 2 8 7 8",6-262I,6-262I,false,,6-147,12,true,60,11
6-262I,M3-P4-M3-m7-M6-m7,"4 5 4 10 9 10",6-262,6-262,false,,6-147,12,true,84,11
6-263,M2-m3-M2-M6-P4-M6,"2 3 2 9 5 9",6-263I,6-263I,false,,6-148,12,true,60,11
6-263I,m3-P5-m3-m7-M6-m7,"3 7 3 10 9 10",6-263,6-263,false,,6-148,12,true,84,11
6-264,M2-m3-M3-M3-M6-m6,"2 3 4 4 9 8",6-264I,6-301I,false,,6-149,24,false,60,11
6-264I,m3-M3-m7-M6-m6-m6,"3 4 10 9 8 8",6-264,6-301,false,,6-149,24,false,84,11
6-265,M2-m3-M3-P5-M6-P4,"2 3 4 7 9 5",6-265I,6-285I,false,,6-150,24,false,60,11
6-265I,m3-P5-m7-M6-m6-P4,"3 7 10 9 8 5",6-265,6-285,false,,6-150,24,false,84,11
6-266,M2-m3-M3-m7-m3-m6,"2 3 4 10 3 8",6-266I,6-296I,false,,6-151,24,false,60,11
6-266I,M2-M6-M3-m7-M6-m6,"2 9 4 10 9 8",6-266,6-296,false,,6-151,24,false,84,11
6-267,M2-m3-P4-m3-m6-M6,"2 3 5 3 8 9",6-267I,6-309I,false,,6-152,24,false,60,11
6-267I,m3-m7-M6-P5-M6-M3,"3 10 9 7 9 4",6-267,6-309,false,,6-152,24,false,84,11
6-268,M2-m3-P4-P4-m7-P4,"2 3 5 5 10 5",6-268I,6-286I,false,,6-153,24,false,60,11
6-268I,M2-P5-m7-M6-P5-P5,"2 7 10 9 7 7",6-268,6-286,false,,6-153,24,false,84,11
6-269,M2-m3-P4-M6-M2-M6,"2 3 5 9 2 9",6-269I,6-303I,false,,6-154,24,false,60,11
6-269I,m3-m7-m3-m7-M6-P5,"3 10 3 10 9 7",6-269,6-303,false,,6-154,24,false,84,11
6-270,M2-m3-P4-M6-m6-m3,"2 3 5 9 8 3",6-270I,6-273I,false,,6-155,24,false,60,11
6-270I,m3-M3-M6-m7-M6-P5,"3 4 9 10 9 7",6-270,6-273,false,,6-155,24,false,84,11
6-271,M2-m3-m6-M2-P5-m6,"2 3 8 2 7 8",6-271I,6-293I,false,,6-156,24,false,60,11
6-271I,M3-m7-P4-M3-m7-M6,"4 10 5 4 10 9",6-271,6-293,false,,6-156,24,false,84,11
6-272,M2-m3-m6-m3-P4-M6,"2 3 8 3 5 9",6-272I,6-306I,false,,6-157,24,false,60,11
6-272I,m3-m7-M6-M3-M6-P5,"3 10 9 4 9 7",6-272,6-306,false,,6-157,24,false,84,11
6-273,M2-m3-m6-M6-P4-m3,"2 3 8 9 5 3",6-273I,6-270I,false,,6-155,24,false,60,11
6-273I,m3-P5-M6-m7-M6-M3,"3 7 9 10 9 4",6-273,6-270,false,,6-155,24,false,84,11
6-274,M2-m3-m7-M3-m3-m6,"2 3 10 4 3 8",6-274I,6-295I,false,,6-158,24,false,60,11
6-274I,M2-m6-M6-M3-m7-M6,"2 8 9 4 10 9",6-274,6-295,false,,6-158,24,false,84,11
6-275,M2-m3-m7-P5-m3-P4,"2 3 10 7 3 5",6-275I,6-280I,false,,6-159,24,false,60,11
6-275I,M2-P4-M6-P5-m7-M6,"2 5 9 7 10 9",6-275,6-280,false,,6-159,24,false,84,11
6-276,M2-P4-M2-P5-P5-P5,"2 5 2 7 7 7",6-276I,6-276I,false,,6-160,12,true,60,11
6-276I,P4-P4-P4-m7-P5-m7,"5 5 5 10 7 10",6-276,6-276,false,,6-160,12,true,84,11
6-277,M2-P4-M2-m6-P4-m6,"2 5 2 8 5 8",6-277I,6-277I,false,,6-161,12,true,60,11
6-277I,M3-P5-M3-m7-P5-m7,"4 7 4 10 7 10",6-277,6-277,false,,6-161,12,true,84,11
6-278,M2-P4-m3-P4-m6-P5,"2 5 3 5 8 7",6-278I,6-291I,false,,6-162,24,false,60,11
6-278I,M3-P4-m7-P5-M6-P5,"4 5 10 7 9 7",6-278,6-291,false,,6-162,24,false,84,11
6-279,M2-P4-m3-P5-M3-M6,"2 5 3 7 4 9",6-279I,6-305I,false,,6-163,24,false,60,11
6-279I,m3-m7-P5-M6-P4-m6,"3 10 7 9 5 8",6-279,6-305,false,,6-163,24,false,84,11
6-280,M2-P4-m3-P5-m7-m3,"2 5 3 7 10 3",6-280I,6-275I,false,,6-159,24,false,60,11
6-280I,M2-M6-m7-P5-M6-P4,"2 9 10 7 9 5",6-280,6-275,false,,6-159,24,false,84,11
6-281,M2-P4-M3-M3-P5-m6,"2 5 4 4 7 8",6-281I,6-299I,false,,6-164,24,false,60,11
6-281I,M3-m7-P5-m6-m6-P4,"4 10 7 8 8 5",6-281,6-299,false,,6-164,24,false,84,11
6-282,M2-P4-M3-P4-P4-M6,"2 5 4 5 5 9",6-282I,6-307I,false,,6-165,24,false,60,11
6-282I,m3-m7-P5-m6-P5-P5,"3 10 7 8 7 7",6-282,6-307,false,,6-165,24,false,84,11
6-283,M2-P4-m6-M2-P4-m6,"2 5 8 2 5 8",6-283I,6-297I,true,M2-P4-m6,,12,false,60,11
6-283I,M3-m7-P5-M3-m7-P5,"4 10 7 4 10 7",6-283,6-297,true,M3-m7-P5,,12,false,84,11
6-284,M2-P4-M6-P4-M2-P5,"2 5 9 5 2 7",6-284I,6-284I,false,,6-166,12,true,60,11
6-284I,m3-P5-m7-P4-m7-P5,"3 7 10 5 10 7",6-284,6-284,false,,6-166,12,true,84,11
6-285,M2-P4-M6-P5-M3-m3,"2 5 9 7 4 3",6-285I,6-265I,false,,6-150,24,false,60,11
6-285I,m3-P4-m6-M6-m7-P5,"3 5 8 9 10 7",6-285,6-265,false,,6-150,24,false,84,11
6-286,M2-P4-m7-P4-P4-m3,"2 5 10 5 5 3",6-286I,6-268I,false,,6-153,24,false,60,11
6-286I,M2-P5-P5-M6-m7-P5,"2 7 7 9 10 7",6-286,6-268,false,,6-153,24,false,84,11
6-287,M2-P5-M2-m6-m3-m6,"2 7 2 8 3 8",6-287I,6-287I,false,,6-167,12,true,60,11
6-287I,M3-M6-M3-m7-P4-m7,"4 9 4 10 5 10",6-287,6-287,false,,6-167,12,true,84,11
6-288,M2-P5-M3-m3-P5-P5,"2 7 4 3 7 7",6-288I,6-290I,false,,6-168,24,false,60,11
6-288I,P4-P4-m7-P4-m6-M6,"5 5 10 5 8 9",6-288,6-290,false,,6-168,24,false,84,11
6-289,M2-P5-M3-M3-P4-m6,"2 7 4 4 5 8",6-289I,6-298I,false,,6-169,24,false,60,11
6-289I,M3-m7-P4-m6-m6-P5,"4 10 5 8 8 7",6-289,6-298,false,,6-169,24,false,84,11
6-290,M2-P5-P5-m3-M3-P5,"2 7 7 3 4 7",6-290I,6-288I,false,,6-168,24,false,60,11
6-290I,P4-P4-M6-m6-P4-m7,"5 5 9 8 5 10",6-290,6-288,false,,6-168,24,false,84,11
6-291,M2-P5-m6-P4-m3-P4,"2 7 8 5 3 5",6-291I,6-278I,false,,6-162,24,false,60,11
6-291I,M3-P5-M6-P5-m7-P4,"4 7 9 7 10 5",6-291,6-278,false,,6-162,24,false,84,11
6-292,M2-P5-m6-m6-M6-m6,"2 7 8 8 9 8",6-292I,6-302I,false,,6-170,24,false,84,11
6-292I,m3-M3-m7-P4-M3-M3,"3 4 10 5 4 4",6-292,6-302,false,,6-170,24,false,60,11
6-293,M2-m6-m3-M2-m6-P5,"2 8 3 2 8 7",6-293I,6-271I,false,,6-156,24,false,60,11
6-293I,M3-P4-m7-M3-M6-m7,"4 5 10 4 9 10",6-293,6-271,false,,6-156,24,false,84,11
6-294,M2-m6-m3-M3-M3-M6,"2 8 3 4 4 9",6-294I,6-304I,false,,6-171,24,false,60,11
6-294I,m3-m7-M3-M6-m6-m6,"3 10 4 9 8 8",6-294,6-304,false,,6-171,24,false,84,11
6-295,M2-m6-m3-M3-m7-m3,"2 8 3 4 10 3",6-295I,6-274I,false,,6-158,24,false,60,11
6-295I,M2-M6-m7-M3-M6-m6,"2 9 10 4 9 8",6-295,6-274,false,,6-158,24,false,84,11
6-296,M2-m6-m3-m7-M3-m3,"2 8 3 10 4 3",6-296I,6-266I,false,,6-151,24,false,60,11
6-296I,M2-m6-M6-m7-M3-M6,"2 8 9 10 4 9",6-296,6-266,false,,6-151,24,false,84,11
6-297,M2-m6-P4-M2-m6-P4,"2 8 5 2 8 5",6-297I,6-283I,true,M2-m6-P4,,12,false,60,11
6-297I,M3-P5-m7-M3-P5-m7,"4 7 10 4 7 10",6-297,6-283,true,M3-P5-m7,,12,false,84,11
6-298,M2-m6-P4-M3-M3-P5,"2 8 5 4 4 7",6-298I,6-289I,false,,6-169,24,false,60,11
6-298I,M3-P5-m6-m6-P4-m7,"4 7 8 8 5 10",6-298,6-289,false,,6-169,24,false,84,11
6-299,M2-m6-P5-M3-M3-P4,"2 8 7 4 4 5",6-299I,6-281I,false,,6-164,24,false,60,11
6-299I,M3-P4-m6-m6-P5-m7,"4 5 8 8 7 10",6-299,6-281,false,,6-164,24,false,84,11
6-300,M2-m6-P5-m6-m6-M6,"2 8 7 8 8 9",6-300I,6-310I,false,,6-172,24,false,84,11
6-300I,m3-m7-M3-P4-M3-M3,"3 10 4 5 4 4",6-300,6-310,false,,6-172,24,false,60,11
6-301,M2-m6-M6-M3-M3-m3,"2 8 9 4 4 3",6-301I,6-264I,false,,6-149,24,false,60,11
6-301I,m3-m6-m6-M6-m7-M3,"3 8 8 9 10 4",6-301,6-264,false,,6-149,24,false,84,11
6-302,M2-m6-M6-m6-m6-P5,"2 8 9 8 8 7",6-302I,6-292I,false,,6-170,24,false,84,11
6-302I,m3-M3-M3-P4-m7-M3,"3 4 4 5 10 4",6-302,6-292,false,,6-170,24,false,60,11
